Distribution r(n); n < 10^4.

Obtained (r(n), total n) :
(0: 4257), (>0: 5742), (1: 4995), (2: 747).

Where the sum of 0 and even values is almost equal 
to that of odd values, as conjectured.

Notes:
a, b : number of solutions to each eqn.
m, q : m=(a mod b); q=(a / b) as rational number.

r(n)     n   a   b   m   q  core(n)
   1  5844   0   0  -1  -1  1461
   1  5845   0   0  -1  -1  5845
   1  5846   0   0  -1  -1  5846
   1  5847   0   0  -1  -1  5847
   1  5848   0   0  -1  -1  1462
   2  5849 416 208   0   2  5849
   0  5850  12   4   0   3    26
   0  5851 252 132 120  -1  5851
   1  5852   0   0  -1  -1  1463
   1  5853   0   0  -1  -1  5853
   1  5854   0   0  -1  -1  5854
   1  5855   0   0  -1  -1  5855
   1  5856   0   0  -1  -1   366
   0  5857 144  68   8  -1  5857
   0  5858 136  72  64  -1  5858
   2  5859  96  48   0   2   651
   0  5860  64  40  24  -1  1465
   1  5861   0   0  -1  -1  5861
   1  5862   0   0  -1  -1  5862
   1  5863   0   0  -1  -1  5863
   0  5864 116  52  12  -1  1466
   2  5865 256 128   0   2  5865
   0  5866  88  32  24  -1  5866
   0  5867 252 140 112  -1  5867
   0  5868  12  12   0   1   163
   1  5869   0   0  -1  -1  5869
   1  5870   0   0  -1  -1  5870
   1  5871   0   0  -1  -1  5871
   1  5872   0   0  -1  -1   367
   0  5873 320 192 128  -1  5873
   0  5874 128  56  16  -1  5874
   0  5875  24   8   0   3   235
   1  5876   0   0  -1  -1  1469
   1  5877   0   0  -1  -1   653
   1  5878   0   0  -1  -1  5878
   1  5879   0   0  -1  -1  5879
   1  5880   0   0  -1  -1    30
   0  5881 208 108 100  -1  5881
   0  5882 120  64  56  -1  5882
   0  5883 192 112  80  -1  5883
   1  5884   0   0  -1  -1  1471
   1  5885   0   0  -1  -1  5885
   1  5886   0   0  -1  -1   654
   1  5887   0   0  -1  -1     7
   1  5888   0   0  -1  -1    23
   0  5889 160  72  16  -1  5889
   0  5890  96  32   0   3  5890
   0  5891 312 152   8  -1  5891
   0  5892 112  52   8  -1  1473
   1  5893   0   0  -1  -1  5893
   1  5894   0   0  -1  -1  5894
   1  5895   0   0  -1  -1   655
   0  5896  32  20  12  -1  1474
   0  5897 192 104  88  -1  5897
   0  5898  96  40  16  -1  5898
   0  5899 216  80  56  -1  5899
   0  5900  36  20  16  -1    59
   1  5901   0   0  -1  -1  5901
   1  5902   0   0  -1  -1  5902
   1  5903   0   0  -1  -1  5903
   2  5904  32  16   0   2    41
   0  5905 128  72  56  -1  5905
   0  5906 216 120  96  -1  5906
   0  5907 192 104  88  -1  5907
   1  5908   0   0  -1  -1  1477
   1  5909   0   0  -1  -1  5909
   1  5910   0   0  -1  -1  5910
   1  5911   0   0  -1  -1  5911
   1  5912   0   0  -1  -1  1478
   0  5913  16  12   4  -1    73
   0  5914 132  76  56  -1  5914
   0  5915  24   8   0   3    35
   1  5916   0   0  -1  -1  1479
   1  5917   0   0  -1  -1  5917
   1  5918   0   0  -1  -1  5918
   1  5919   0   0  -1  -1  5919
   0  5920  24  16   8  -1   370
   0  5921 416 200  16  -1  5921
   2  5922  16   8   0   2   658
   0  5923  84  28   0   3  5923
   0  5924 208  92  24  -1  1481
   1  5925   0   0  -1  -1   237
   1  5926   0   0  -1  -1  5926
   1  5927   0   0  -1  -1  5927
   2  5928  48  24   0   2  1482
   0  5929   2   2   0   1     1
   0  5930 104  56  48  -1  5930
   0  5931 132  68  64  -1   659
   0  5932  84  36  12  -1  1483
   1  5933   0   0  -1  -1  5933
   1  5934   0   0  -1  -1  5934
   1  5935   0   0  -1  -1  5935
   2  5936  96  48   0   2   371
   0  5937 176  68  40  -1  5937
   0  5938  48  28  20  -1  5938
   0  5939 420 212 208  -1  5939
   1  5940   0   0  -1  -1   165
   1  5941   0   0  -1  -1  5941
   1  5942   0   0  -1  -1  5942
   1  5943   0   0  -1  -1  5943
   1  5944   0   0  -1  -1  1486
   0  5945 256 144 112  -1  5945
   0  5946 168  88  80  -1  5946
   0  5947  96  64  32  -1  5947
   1  5948   0   0  -1  -1  1487
   1  5949   0   0  -1  -1   661
   1  5950   0   0  -1  -1   238
   1  5951   0   0  -1  -1  5951
   1  5952   0   0  -1  -1    93
   0  5953 176  60  56  -1  5953
   0  5954 168  88  80  -1  5954
   0  5955 240 144  96  -1  5955
   0  5956  80  36   8  -1  1489
   1  5957   0   0  -1  -1  5957
   1  5958   0   0  -1  -1   662
   1  5959   0   0  -1  -1  5959
   0  5960  72  32   8  -1  1490
   0  5961 240 116   8  -1  5961
   2  5962  64  32   0   2  5962
   0  5963 288 136  16  -1  5963
   0  5964 144  64  16  -1  1491
   1  5965   0   0  -1  -1  5965
   1  5966   0   0  -1  -1  5966
   1  5967   0   0  -1  -1   663
   1  5968   0   0  -1  -1   373
   0  5969 480 248 232  -1  5969
   0  5970 112  48  16  -1  5970
   0  5971 168  72  24  -1  5971
   1  5972   0   0  -1  -1  1493
   1  5973   0   0  -1  -1  5973
   1  5974   0   0  -1  -1  5974
   1  5975   0   0  -1  -1   239
   1  5976   0   0  -1  -1   166
   0  5977 112  68  44  -1  5977
   0  5978  20  12   8  -1   122
   0  5979 288 128  32  -1  5979
   1  5980   0   0  -1  -1  1495
   1  5981   0   0  -1  -1  5981
   1  5982   0   0  -1  -1  5982
   1  5983   0   0  -1  -1  5983
   1  5984   0   0  -1  -1   374
   0  5985  96  56  40  -1   665
   2  5986  64  32   0   2  5986
   0  5987 180  92  88  -1  5987
   0  5988  80  28  24  -1  1497
   1  5989   0   0  -1  -1  5989
   1  5990   0   0  -1  -1  5990
   1  5991   0   0  -1  -1  5991
   0  5992  32   8   0   4  1498
   0  5993 192  88  16  -1  5993
   0  5994  20  12   8  -1    74
   0  5995 192 112  80  -1  5995
   0  5996 156  68  20  -1  1499
   1  5997   0   0  -1  -1  5997
   1  5998   0   0  -1  -1  5998
   1  5999   0   0  -1  -1  5999
   1  6000   0   0  -1  -1    15
   2  6001 128  64   0   2  6001
   0  6002 184  72  40  -1  6002
   0  6003  48  16   0   3   667
   1  6004   0   0  -1  -1  1501
   1  6005   0   0  -1  -1  6005
   1  6006   0   0  -1  -1  6006
   1  6007   0   0  -1  -1  6007
   1  6008   0   0  -1  -1  1502
   0  6009 304 164 140  -1  6009
   2  6010  80  40   0   2  6010
   0  6011 324 156  12  -1  6011
   1  6012   0   0  -1  -1   167
   1  6013   0   0  -1  -1  6013
   1  6014   0   0  -1  -1  6014
   1  6015   0   0  -1  -1  6015
   1  6016   0   0  -1  -1    94
   0  6017 240 100  40  -1  6017
   0  6018  96  24   0   4  6018
   0  6019 264 136 128  -1  6019
   0  6020 160  88  72  -1  1505
   1  6021   0   0  -1  -1   669
   1  6022   0   0  -1  -1  6022
   1  6023   0   0  -1  -1  6023
   0  6024  48  28  20  -1  1506
   0  6025  48  28  20  -1   241
   0  6026 224 120 104  -1  6026
   0  6027  24   8   0   3   123
   0  6028  48  16   0   3  1507
   1  6029   0   0  -1  -1  6029
   1  6030   0   0  -1  -1   670
   1  6031   0   0  -1  -1  6031
   0  6032  64  24  16  -1   377
   0  6033 208  92  24  -1  6033
   0  6034  80  48  32  -1  6034
   0  6035 336 144  48  -1  6035
   1  6036   0   0  -1  -1  1509
   1  6037   0   0  -1  -1  6037
   1  6038   0   0  -1  -1  6038
   1  6039   0   0  -1  -1   671
   1  6040   0   0  -1  -1  1510
   0  6041 480 232  16  -1  6041
   0  6042  64  40  24  -1  6042
   0  6043 108  60  48  -1  6043
   1  6044   0   0  -1  -1  1511
   1  6045   0   0  -1  -1  6045
   1  6046   0   0  -1  -1  6046
   1  6047   0   0  -1  -1  6047
   0  6048   8   0  -1  -1    42
   0  6049 160  88  72  -1  6049
   0  6050   2   2   0   1     2
   2  6051 240 120   0   2  6051
   2  6052  64  32   0   2  1513
   1  6053   0   0  -1  -1  6053
   1  6054   0   0  -1  -1  6054
   1  6055   0   0  -1  -1  6055
   0  6056 100  52  48  -1  1514
   0  6057  48  12   0   4   673
   2  6058  80  40   0   2  6058
   0  6059 312 176 136  -1  6059
   0  6060 144  80  64  -1  1515
   1  6061   0   0  -1  -1  6061
   1  6062   0   0  -1  -1  6062
   1  6063   0   0  -1  -1  6063
   0  6064  36  20  16  -1   379
   2  6065 288 144   0   2  6065
   2  6066  48  24   0   2   674
   0  6067 180  68  44  -1  6067
   1  6068   0   0  -1  -1  1517
   1  6069   0   0  -1  -1    21
   1  6070   0   0  -1  -1  6070
   1  6071   0   0  -1  -1  6071
   1  6072   0   0  -1  -1  1518
   2  6073  96  48   0   2  6073
   0  6074 252 132 120  -1  6074
   0  6075   4   4   0   1     3
   1  6076   0   0  -1  -1    31
   1  6077   0   0  -1  -1  6077
   1  6078   0   0  -1  -1  6078
   1  6079   0   0  -1  -1  6079
   1  6080   0   0  -1  -1    95
   0  6081 240 116   8  -1  6081
   0  6082  88  36  16  -1  6082
   2  6083 288 144   0   2  6083
   0  6084   2   2   0   1     1
   1  6085   0   0  -1  -1  6085
   1  6086   0   0  -1  -1  6086
   1  6087   0   0  -1  -1  6087
   0  6088  40   8   0   5  1522
   0  6089 464 236 228  -1  6089
   2  6090  96  48   0   2  6090
   0  6091 180  92  88  -1  6091
   0  6092  84  36  12  -1  1523
   1  6093   0   0  -1  -1   677
   1  6094   0   0  -1  -1  6094
   1  6095   0   0  -1  -1  6095
   1  6096   0   0  -1  -1   381
   0  6097  96  40  16  -1  6097
   0  6098  96  36  24  -1  6098
   0  6099 192  88  16  -1  6099
   1  6100   0   0  -1  -1    61
   1  6101   0   0  -1  -1  6101
   1  6102   0   0  -1  -1   678
   1  6103   0   0  -1  -1  6103
   1  6104   0   0  -1  -1  1526
   0  6105 192  80  32  -1  6105
   2  6106  80  40   0   2  6106
   0  6107 360 200 160  -1  6107
   1  6108   0   0  -1  -1  1527
   1  6109   0   0  -1  -1  6109
   1  6110   0   0  -1  -1  6110
   1  6111   0   0  -1  -1   679
   1  6112   0   0  -1  -1   382
   0  6113 272 116  40  -1  6113
   0  6114 160  76   8  -1  6114
   0  6115 120  56   8  -1  6115
   0  6116 208 108 100  -1  1529
   1  6117   0   0  -1  -1  6117
   1  6118   0   0  -1  -1  6118
   1  6119   0   0  -1  -1  6119
   0  6120  24  16   8  -1   170
   0  6121 176  84   8  -1  6121
   0  6122 108  44  20  -1  6122
   0  6123 192  80  32  -1  6123
   0  6124 132  60  12  -1  1531
   1  6125   0   0  -1  -1     5
   1  6126   0   0  -1  -1  6126
   1  6127   0   0  -1  -1  6127
   1  6128   0   0  -1  -1   383
   0  6129  80  44  36  -1   681
   0  6130  72  40  32  -1  6130
   0  6131 372 180  12  -1  6131
   1  6132   0   0  -1  -1  1533
   1  6133   0   0  -1  -1  6133
   1  6134   0   0  -1  -1  6134
   1  6135   0   0  -1  -1  6135
   1  6136   0   0  -1  -1  1534
   0  6137  16   4   0   4    17
   0  6138  24   8   0   3   682
   0  6139 240 112  16  -1  6139
   1  6140   0   0  -1  -1  1535
   1  6141   0   0  -1  -1  6141
   1  6142   0   0  -1  -1  6142
   1  6143   0   0  -1  -1  6143
   1  6144   0   0  -1  -1     6
   0  6145 224 128  96  -1  6145
   0  6146 224 104  16  -1  6146
   0  6147  60  28   4  -1   683
   0  6148  64  40  24  -1  1537
   1  6149   0   0  -1  -1  6149
   1  6150   0   0  -1  -1   246
   1  6151   0   0  -1  -1  6151
   0  6152  88  36  16  -1  1538
   0  6153 160  72  16  -1  6153
   0  6154  72  32   8  -1  6154
   0  6155 336 176 160  -1  6155
   0  6156  12   4   0   3    19
   1  6157   0   0  -1  -1  6157
   1  6158   0   0  -1  -1  6158
   1  6159   0   0  -1  -1  6159
   0  6160  32  24   8  -1   385
   0  6161 320 152  16  -1  6161
   0  6162  80  48  32  -1  6162
   0  6163 132  44   0   3  6163
   1  6164   0   0  -1  -1  1541
   1  6165   0   0  -1  -1   685
   1  6166   0   0  -1  -1  6166
   1  6167   0   0  -1  -1  6167
   1  6168   0   0  -1  -1  1542
   0  6169 160  88  72  -1  6169
   0  6170 200  96   8  -1  6170
   0  6171  24  16   8  -1    51
   1  6172   0   0  -1  -1  1543
   1  6173   0   0  -1  -1  6173
   1  6174   0   0  -1  -1    14
   1  6175   0   0  -1  -1   247
   2  6176  40  20   0   2   386
   0  6177 192  80  32  -1  6177
   0  6178  64  40  24  -1  6178
   0  6179 504 248   8  -1  6179
   0  6180  96  56  40  -1  1545
   1  6181   0   0  -1  -1  6181
   1  6182   0   0  -1  -1  6182
   1  6183   0   0  -1  -1   687
   0  6184  68  28  12  -1  1546
   0  6185 224 128  96  -1  6185
   0  6186 160  72  16  -1  6186
   0  6187 144  80  64  -1  6187
   0  6188 144  64  16  -1  1547
   1  6189   0   0  -1  -1  6189
   1  6190   0   0  -1  -1  6190
   1  6191   0   0  -1  -1  6191
   0  6192  12  12   0   1    43
   0  6193 112  52   8  -1  6193
   0  6194 176  84   8  -1  6194
   0  6195 192 112  80  -1  6195
   1  6196   0   0  -1  -1  1549
   1  6197   0   0  -1  -1  6197
   1  6198   0   0  -1  -1  6198
   1  6199   0   0  -1  -1  6199
   1  6200   0   0  -1  -1    62
   2  6201 160  80   0   2   689
   0  6202  64  40  24  -1  6202
   0  6203 204 100   4  -1  6203
   1  6204   0   0  -1  -1  1551
   1  6205   0   0  -1  -1  6205
   1  6206   0   0  -1  -1  6206
   1  6207   0   0  -1  -1  6207
   0  6208  16   4   0   4    97
   0  6209 384 208 176  -1  6209
   0  6210  32   8   0   4   690
   0  6211 180  76  28  -1  6211
   0  6212 160  72  16  -1  1553
   1  6213   0   0  -1  -1  6213
   1  6214   0   0  -1  -1  6214
   1  6215   0   0  -1  -1  6215
   0  6216  48  32  16  -1  1554
   0  6217 128  72  56  -1  6217
   0  6218  92  44   4  -1  6218
   0  6219  60  28   4  -1   691
   0  6220  48  16   0   3  1555
   1  6221   0   0  -1  -1  6221
   1  6222   0   0  -1  -1  6222
   1  6223   0   0  -1  -1   127
   1  6224   0   0  -1  -1   389
   0  6225  48  20   8  -1   249
   0  6226 144  68   8  -1  6226
   0  6227 216 120  96  -1  6227
   1  6228   0   0  -1  -1   173
   1  6229   0   0  -1  -1  6229
   1  6230   0   0  -1  -1  6230
   1  6231   0   0  -1  -1  6231
   1  6232   0   0  -1  -1  1558
   0  6233 256 112  32  -1  6233
   0  6234 120  56   8  -1  6234
   0  6235 144  80  64  -1  6235
   1  6236   0   0  -1  -1  1559
   1  6237   0   0  -1  -1    77
   1  6238   0   0  -1  -1  6238
   1  6239   0   0  -1  -1  6239
   1  6240   0   0  -1  -1   390
   0  6241   2   2   0   1     1
   2  6242 144  72   0   2  6242
   0  6243 264 112  40  -1  6243
   2  6244 128  64   0   2  1561
   1  6245   0   0  -1  -1  6245
   1  6246   0   0  -1  -1   694
   1  6247   0   0  -1  -1  6247
   0  6248  56  32  24  -1  1562
   0  6249 240 116   8  -1  6249
   0  6250   4   4   0   1    10
   2  6251 288 144   0   2  6251
   0  6252  72  56  16  -1  1563
   1  6253   0   0  -1  -1    37
   1  6254   0   0  -1  -1  6254
   1  6255   0   0  -1  -1   695
   1  6256   0   0  -1  -1   391
   0  6257 304 156 148  -1  6257
   0  6258  80  32  16  -1  6258
   0  6259 120  56   8  -1  6259
   1  6260   0   0  -1  -1  1565
   1  6261   0   0  -1  -1  6261
   1  6262   0   0  -1  -1  6262
   1  6263   0   0  -1  -1  6263
   1  6264   0   0  -1  -1   174
   0  6265 224 104  16  -1  6265
   0  6266 168  80   8  -1  6266
   0  6267 144  56  32  -1  6267
   1  6268   0   0  -1  -1  1567
   1  6269   0   0  -1  -1  6269
   1  6270   0   0  -1  -1  6270
   1  6271   0   0  -1  -1  6271
   0  6272   2   2   0   1     2
   0  6273  32  24   8  -1   697
   2  6274  80  40   0   2  6274
   0  6275  84  36  12  -1   251
   0  6276 112  52   8  -1  1569
   1  6277   0   0  -1  -1  6277
   1  6278   0   0  -1  -1  6278
   1  6279   0   0  -1  -1  6279
   0  6280  40  16   8  -1  1570
   0  6281 304 164 140  -1  6281
   0  6282  52  36  16  -1   698
   0  6283 144  48   0   3  6283
   0  6284 204 100   4  -1  1571
   1  6285   0   0  -1  -1  6285
   1  6286   0   0  -1  -1  6286
   1  6287   0   0  -1  -1  6287
   0  6288  48  20   8  -1   393
   0  6289 304 132  40  -1  6289
   2  6290  96  48   0   2  6290
   0  6291 120  48  24  -1   699
   1  6292   0   0  -1  -1    13
   1  6293   0   0  -1  -1  6293
   1  6294   0   0  -1  -1  6294
   1  6295   0   0  -1  -1  6295
   1  6296   0   0  -1  -1  1574
   0  6297 144  76  68  -1  6297
   0  6298  88  40   8  -1  6298
   0  6299 516 260 256  -1  6299
   1  6300   0   0  -1  -1     7
   1  6301   0   0  -1  -1  6301
   1  6302   0   0  -1  -1  6302
   1  6303   0   0  -1  -1  6303
   0  6304  20   4   0   5   394
   2  6305 384 192   0   2  6305
   0  6306 160  84  76  -1  6306
   0  6307  96  32   0   3  6307
   0  6308 112  36   4  -1  1577
   1  6309   0   0  -1  -1   701
   1  6310   0   0  -1  -1  6310
   1  6311   0   0  -1  -1  6311
   0  6312  32  24   8  -1  1578
   0  6313 144  76  68  -1  6313
   0  6314 176  96  80  -1  6314
   0  6315 192 112  80  -1  6315
   0  6316 108  60  48  -1  1579
   1  6317   0   0  -1  -1  6317
   1  6318   0   0  -1  -1    78
   1  6319   0   0  -1  -1  6319
   2  6320  96  48   0   2   395
   0  6321  48  20   8  -1   129
   0  6322  72  56  16  -1  6322
   0  6323 252 140 112  -1  6323
   1  6324   0   0  -1  -1  1581
   1  6325   0   0  -1  -1   253
   1  6326   0   0  -1  -1  6326
   1  6327   0   0  -1  -1   703
   1  6328   0   0  -1  -1  1582
   0  6329 256 120  16  -1  6329
   0  6330  96  40  16  -1  6330
   0  6331 216 104   8  -1  6331
   1  6332   0   0  -1  -1  1583
   1  6333   0   0  -1  -1  6333
   1  6334   0   0  -1  -1  6334
   1  6335   0   0  -1  -1  6335
   0  6336  12   4   0   3    11
   0  6337 112  60  52  -1  6337
   0  6338 120  52  16  -1  6338
   0  6339 240 112  16  -1  6339
   0  6340  96  32   0   3  1585
   1  6341   0   0  -1  -1  6341
   1  6342   0   0  -1  -1  6342
   1  6343   0   0  -1  -1  6343
   0  6344  88  40   8  -1  1586
   0  6345  96  40  16  -1   705
   2  6346  80  40   0   2  6346
   0  6347 336 192 144  -1  6347
   0  6348   4   4   0   1     3
   1  6349   0   0  -1  -1  6349
   1  6350   0   0  -1  -1   254
   1  6351   0   0  -1  -1  6351
   1  6352   0   0  -1  -1   397
   0  6353 288 168 120  -1  6353
   0  6354  48  32  16  -1   706
   2  6355 192  96   0   2  6355
   1  6356   0   0  -1  -1  1589
   1  6357   0   0  -1  -1  6357
   1  6358   0   0  -1  -1    22
   1  6359   0   0  -1  -1  6359
   1  6360   0   0  -1  -1  1590
   0  6361 208 124  84  -1  6361
   0  6362 100  44  12  -1  6362
   0  6363  72  40  32  -1   707
   1  6364   0   0  -1  -1  1591
   1  6365   0   0  -1  -1  6365
   1  6366   0   0  -1  -1  6366
   1  6367   0   0  -1  -1  6367
   1  6368   0   0  -1  -1   398
   0  6369 288 136  16  -1  6369
   0  6370   8   8   0   1   130
   0  6371 432 208  16  -1  6371
   0  6372  16  12   4  -1   177
   1  6373   0   0  -1  -1  6373
   1  6374   0   0  -1  -1  6374
   1  6375   0   0  -1  -1   255
   0  6376  68  28  12  -1  1594
   0  6377 256 112  32  -1  6377
   0  6378  72  32   8  -1  6378
   0  6379 204 100   4  -1  6379
   2  6380 192  96   0   2  1595
   1  6381   0   0  -1  -1   709
   1  6382   0   0  -1  -1  6382
   1  6383   0   0  -1  -1  6383
   1  6384   0   0  -1  -1   399
   0  6385 128  72  56  -1  6385
   2  6386 224 112   0   2  6386
   0  6387 216 104   8  -1  6387
   1  6388   0   0  -1  -1  1597
   1  6389   0   0  -1  -1  6389
   1  6390   0   0  -1  -1   710
   1  6391   0   0  -1  -1  6391
   1  6392   0   0  -1  -1  1598
   0  6393 176  68  40  -1  6393
   0  6394  96  40  16  -1  6394
   0  6395 192  80  32  -1  6395
   1  6396   0   0  -1  -1  1599
   1  6397   0   0  -1  -1  6397
   1  6398   0   0  -1  -1  6398
   1  6399   0   0  -1  -1    79
   0  6400   2   2   0   1     1
   0  6401 480 256 224  -1  6401
   2  6402  64  32   0   2  6402
   0  6403 120  72  48  -1  6403
   0  6404 224 120 104  -1  1601
